Console,GameName,Score
GBA,Broken Sword: The Shadow of the Templars Review,7
PS2,Blood Omen 2 Review (PlayStation 2) Review,7
PS2,"Monsters, Inc. Review",5
GC,Agent Under Fire Review,6
GC,Gauntlet: Dark Legacy Review,5
PC,Diggles Review,6
XBOX,Gunvalkyrie Review,6
GBA,Crash Bandicoot: The Huge Adventure Review,7
GC,Pac-Man World 2 Review,7
PS2,All-Star Baseball 2003 Review,8
DC,Star Wars: Episode I Racer Review,7
XBOX,Spy Hunter Review,6
XBOX,Tony Hawk's Pro Skater 3 Review,9
XBOX,Rallisport Challenge Review,9
PS2,Ecco the Dolphin: Defender of the Future Review,7
PC,Command & Conquer Renegade Review,7
PC,Hundred Swords Review,7
GC,Smashing Drive Review,3
PS2,State of Emergency Review,8
GC,Sonic Adventure 2 Battle Review,6
PC,Beach Head 2002 Review,4
XBOX,WWF Raw Review,6
PS2,Grandia II Review,7
GBA,Sonic Advance Review,7
PC,Betty Bad Review,4
GBA,Kao the Kangaroo Review,2
PC,SimGolf Review,8
PS2,Drakan: The Ancients' Gates Review,7
PC,Demonworld: Dark Armies Review,1
XBOX,Genma Onimusha Review,8
PS,Martian Gothic: Unification Review,5
PC,Darkened Skye Review,7
PS,NASCAR Thunder 2002 Review,5
PC,Medal of Honor: Allied Assault Review,9
PC,Original War Review,5
PC,Alcatraz: Prison Escape Review,1
PS,Mega Man X6 Review,7
GC,The Simpsons Road Rage Review,6
PS2,NCAA March Madness 2002 Review,7
GBA,Breath of Fire Review,7
XBOX,Batman: Vengeance Review,7
GBA,Mega Man Battle Network Review,8
PC,Deer Hunter 5: Tracking Trophies Review,6
PC,Combat Review,6
PC,Uplink Review,7
PS2,Legend of Alon D'ar Review,3
PC,Gothic Review,7
PC,Tetris Worlds Review,3
PC,Jumpgate Review,8
PC,Larry Ragland 4x4 Challenge Review,4
PS2,Final Fantasy X Review,9
PS,Harry Potter and the Sorcerer's Stone Review,4
PS2,Harvest Moon: Save the Homeland Review,8
PS2,Legends of Wrestling Review,5
GBA,Wario Land 4 Review,8
PS2,Max Payne Review,8
GBA,Tetris Worlds Review,2
PS,Twisted Metal Small Brawl Review,6
PS2,Disney's Tarzan Untamed Review,5
PS2,Victorious Boxers Review,8
GC,Pikmin Review,8
PC,Harry Potter and the Sorcerer's Stone Review,5
PC,From Dusk Till Dawn Review,5
XBOX,Silent Hill 2: Restless Dreams Review,7
DC,Shenmue II Review,8
PS2,Jak and Daxter: The Precursor Legacy Review,8
PS2,The Simpsons Road Rage Review,6
PC,Wizardry 8 Review,9
GBA,Ecks vs. Sever Review,7
GC,Super Smash Bros. Melee Review,8
PC,Codename: Outbreak Review,5
GBA,Batman: Vengeance Review,6
PS2,FIFA 2002 Review,8
GC,Batman: Vengeance Review,7
XBOX,Kabuki Warriors Review,1
PC,Return to Castle Wolfenstein Review,9
PS2,Baldur's Gate: Dark Alliance Review,8
GBA,Jackie Chan Adventures: Legend of the Dark Hand Review,8
XBOX,Dave Mirra Freestyle BMX 2 Review,7
PC,Tennis Masters Series Review,5
GBA,WWF: Road to Wrestlemania Review,7
PC,Deadly Dozen Review,7
PC,Motor City Online Review,7
GBA,Gradius Galaxies Review,7
GC,Crazy Taxi Review,4
PS,Dragon Warrior VII Review,7
PC,FIFA 2002 Review,9
XBOX,Cel Damage Review,5
PC,Asheron's Call: Dark Majesty Review,8
GC,Tony Hawk's Pro Skater 3 Review,9
PC,Conflict Zone Review,4
PS2,18 Wheeler: American Pro Trucker Review,6
PS2,Capcom vs. SNK 2: Mark of the Millennium Review,8
XBOX,Shrek Review,5
PS2,WWF SmackDown! Just Bring It Review,8
XBOX,AirForce Delta Storm Review,6
PS2,Soldier of Fortune Gold Review,7
XBOX,4x4 EVO 2 Review,4
PS2,Half-Life Review,8
PC,Tom Clancy's Ghost Recon Review,7
PS2,Metal Gear Solid 2: Sons of Liberty Review,9
PC,Battle Realms Review,8
XBOX,Oddworld: Munch's Oddysee Review,7
XBOX,Dead or Alive 3 Review,7
GBA,Golden Sun Review,8
PC,Aliens Versus Predator 2 Review,8
XBOX,Halo Review,9
GC,Star Wars Rogue Leader: Rogue Squadron II Review,9
PS2,Vampire Night Review,8
PC,Ms. Pac-Man: Quest for the Golden Maze Review,3
PS2,SSX Tricky Review,9
PC,MechWarrior 4: Black Knight Review,7
GBA,Doom Review,7
DC,Fatal Fury: Mark of the Wolves Review,8
PC,Stronghold Review,7
GBA,Super Street Fighter II: Turbo Revival Review,9
PS2,Soul Reaver 2 Review,8
PS2,Tony Hawk's Pro Skater 3 Review,1
PC,Mat Hoffman's Pro BMX Review,7
PC,Magic & Mayhem: The Art of Magic Review,6
PS2,Thunderstrike: Operation Phoenix Review,7
PS,Castlevania Chronicles Review,6
PS2,Devil May Cry Review,9
PS,Spider-Man 2 Enter: Electro Review,7
PS2,NASCAR Thunder 2002 Review,8
GBA,Klonoa: Empire of Dreams Review,8
GBA,X-Men: Reign of Apocalypse Review,7
GBA,Final Fight One Review,8
PS2,Guilty Gear X Review,7
PS,X-Men: Mutant Academy 2 Review,8
PS,NBA ShootOut 2002 Review,6
PC,Command & Conquer Yuri's Revenge Review,8
PC,Planet of the Apes Review,3
DC,Capcom vs. SNK 2 Import Review,7
PS2,Arctic Thunder Review,3
PC,The Typing of the Dead Review,7
PS2,Formula One 2001 Review,7
PC,The Incredible Machine: Even More Contraptions Review,7
PS,Sheep Raider Review,5
PS2,Okage: Shadow King Review,7
PC,Commandos 2: Men of Courage Review,8
PC,F/A-18 Precision Strike Fighter Review,4
PS2,Ico Review,8
PS2,Silent Hill 2 Review,7
PC,Spider-Man Review,6
PC,NHL 2002 Review,9
PC,Red Faction Review,7
PC,WWF With Authority! Review,7
PS2,Portal Runner Review,6
GBA,Advance Wars Review,9
PS2,Stretch Panic Review,7
DC,Dragonriders: Chronicles of Pern Review,6
PC,Sudden Strike Forever Review,5
PC,Operation Flashpoint: Cold War Crisis Review,8
PC,Independence War 2: The Edge of Chaos Review,8
PC,Madden NFL 2002 Review,6
PC,Arcanum: Of Steamworks and Magick Obscura Review,7
PS2,Resident Evil Code: Veronica X Review,9
PC,The Settlers: Fourth Edition Review,6
PC,Majestic Review,6
PS2,ESPN X Games Skateboarding Review,4
PC,Divided Ground: Middle East Conflict Review,6
PC,Vietnam 2: Special Assignment Review,3
GBC,Bomberman MAX Review,8
DC,Floigan Bros. Review,5
GBC,Dragon Warrior III Review,7
PC,Mega Man Legends Review,3
PS2,Mobile Suit Gundam: Journey to Jaburo Review,6
PS2,Klonoa 2: Lunatea's Veil Review,8
PC,Max Payne Review,9
PS2,Extermination Review,7
PC,The Sting! Review,7
PC,Desperados: Wanted Dead or Alive Review,6
PS2,Le Mans 24 Hours Review,8
PC,MechCommander 2 Review,7
PS,Billiards Review,3
PS2,City Crisis Review,6
PC,Anachronox Review,7
PS,Motocross Mania Review,2
PC,Atari Anniversary Edition Review,6
PS2,Gran Turismo 3: A-Spec Review,9
PC,911 Fire Rescue Review,5
PS,Final Fantasy Chronicles Review,8
GBA,Bomberman Tournament Review,8
PC,Starfleet Command: Orion Pirates Review,7
PC,Zeus Official Expansion: Poseidon Review,8
PS,Battle Hunter Review,5
PC,Diablo II: Lord of Destruction Review,8
DC,Soldier of Fortune Review,7
PC,Star Trek: Deep Space Nine: Dominion Wars Review,6
PC,Hot Wired Review,4
DC,Capcom vs. SNK: Millennium Fight 2000 Pro Review,6
PC,Star Trek: Armada Review,7
PS2,Bloody Roar 3 Review,5
PC,Resident Evil 3 Nemesis Review,6
PC,"Who Wants to Be a Millionaire, 3rd Edition Review",4
PC,Worms World Party Review,7
PS2,NBA Street Review,9
PC,You Don't Know Jack: The Ride Review,8
PC,Startopia Review,8
DC,Sonic Adventure 2 Review,8
PS2,Twisted Metal: Black Review,9
PC,Golf Resort Tycoon Review,6
GBA,Army Men Advance Review,4
GBA,Fire Pro Wrestling Review,8
PC,Train Simulator Review,8
GBA,ChuChu Rocket Review,7
GBA,Rayman Advance Review,7
GBA,Konami Krazy Racers Review,8
PC,Gangsters 2: Vendetta Review,5
GBA,Earthworm Jim Review,7
GBA,GT Advance Championship Racing Review,7
PC,Leadfoot Review,7
GBA,Castlevania: Circle of the Moon Review,9
GBA,Pitfall: The Mayan Adventure Review,4
PC,Atlantis: The Lost Empire Review,4
GBA,F-Zero: Maximum Velocity Review,8
GBA,Super Mario Advance Review,8
PC,B-17 Gunner: Air War Over Germany Review,3
PS,World's Scariest Police Chases Review,3
GBC,The Legend of Zelda: Oracle of Seasons Review,9
GBC,The Legend of Zelda: Oracle of Ages Review,9
PS,Dave Mirra Freestyle BMX: Maximum Remix Review,5
PC,Power Spike Pro Beach Volleyball Review,6
PC,Off-Road Redneck Racing Review,7
PC,Pearl Harbor: Defend the Fleet Review,3
PS2,Red Faction Review,8
PC,Gunlok Review,6
N64,Mario Party 3 Review,7
GBC,Little Nicky Review,4
PS,Mat Hoffman's Pro BMX Review,7
PC,Star Trek: Voyager Elite Force Expansion Pack Review,6
DC,Project Justice Review,7
PC,Robot Arena Review,3
PC,Myst III: Exile Review,8
PC,Rune: Halls of Valhalla Review,5
DC,GigaWing 2 Review,7
PS,Point Blank 3 Review,8
PC,Kawasaki Fantasy Motocross Review,2
PS2,Heroes of Might and Magic: Quest for the Dragon Bone Staff Review,5
PC,Tropico Review,8
PS2,Super Bombad Racing Review,6
PC,WWII: Normandy Review,4
PS,High Heat Baseball 2002 Review,5
PS2,ESPN National Hockey Night Review,3
PC,"The $100,000 Pyramid Review",6
PC,Outlive Review,5
DC,Sega Smash Pack Volume 1 Review,4
GBC,The Simpsons: Night of the Living Tree House of Horror Review,7
PC,Summoner Review,7
PS,Disney's Aladdin in Nasira's Revenge Review,6
PS2,WinBack: Covert Operations Review,7
PS2,Army Men: Air Attack 2 Review,6
PS2,Army Men: Green Rogue Review,3
PC,Ultima Online: Third Dawn Review,6
DC,Mars Matrix Review,6
PC,Black & White Review,9
PS2,Zone of the Enders Review,7
PC,Front Office Football 2001 Review,7
PC,Serious Sam: The First Encounter Review,8
PC,Star Fighter Review,4
PS2,Warriors of Might and Magic Review,3
PS,Crusaders of Might and Magic Review,6
PC,Fallout Tactics: Brotherhood of Steel Review,8
PS2,Ring of Red Review,7
PC,Dracula: The Last Sanctuary Review,5
DC,Daytona USA Review,8
PS2,The Bouncer Review,6
GBC,Harvest Moon (GB) Review,7
N64,Conker's Bad Fur Day Review,9
PC,Blade of Darkness Review,7
DC,KAO The Kangaroo Review,7
PC,Mission: Humanity Review,2
PC,Ducati World Racing Challenge Review,5
DC,Charge 'N Blast Review,5
GBC,Pokemon Silver Review,8
PS,Fear Effect 2: Retro Helix Review,8
PC,Icewind Dale: Heart of Winter Review,5
PC,realMYST Review,6
PC,Clive Barker's Undying Review,9
PC,America Review,4
PS2,Star Wars Starfighter Review,7
PC,MAD - Global Thermonuclear Warfare Review,5
GBC,Croc 2 Review,6
PC,The Ward Review,6
PS,Darkstone Review,6
GB,Pokemon Red Review,8
PC,Woody Woodpecker Racing Review,3
GB,Pokemon Blue Review,8
PS2,Rayman 2 Revolution Review,9
PC,Stupid Invaders Review,6
N64,Paper Mario Review,9
PC,SimCoaster Review,6
PS2,Oni Review,7
DC,Phantasy Star Online Review,8
PC,Carnivores: Ice Age Review,5
PS2,Driving Emotion Type-S Review,7
GBC,Mario Tennis Review,8
DC,Typing of the Dead Review,8
DC,Super Street Fighter II X Import Review,6
PC,Dave Mirra Freestyle BMX Review,6
GBC,Mega Man Xtreme Review,6
GBC,Woody Woodpecker Racing Review,9
PC,Oni Review,6
DC,Metropolis Street Racer Review,7
PC,Seven Games of the Soul Review,4
PC,Fly! Review,7
DC,Q*Bert Review,3
PS2,WDL: Thunder Tanks Review,7
PS2,Kengo: Master of Bushido Review,5
PS,NASCAR 2001 Review,7
PC,Microsoft Classic Board Games Review,6
PS,Lunar 2: Eternal Blue Review,7
PC,Sudden Strike Review,5
PC,Project IGI: I'm Going In Review,7
PC,Freedom: First Resistance Review,3
PS,The Grinch Review,4
PS,Colin McRae Rally 2.0 Review,6
PS2,Top Gear Dare Devil Review,4
DC,POD SpeedZone Review,6
PS,Harvest Moon: Back to Nature Review,8
PS,EA Sports Supercross Review,8
PS,Jungle Book Rhythm N'Groove Review,4
PC,Carmageddon 3: TDR 2000 Review,5
DC,Sorcerian Review,3
DC,Sno-Cross Championship Racing Review,6
PS,NCAA March Madness 2001 Review,8
PC,Jagged Alliance 2: Unfinished Business Review,7
PC,Hoyle Board Games Review,7
PC,X-Plane Review,7
DC,King of Fighters '99 Evolution Review,6
PC,EverQuest: The Scars of Velious Review,8
PS,Evil Dead: Hail to the King Review,4
PC,American McGee's Alice Review,7
N64,NFL QB Club 2001 Review,4
PC,Chessmaster 8000 Review,7
DC,Looney Tunes Space Race Review,7
DC,Test Drive Le Mans Review,9
PC,Sheep Review,6
N64,Disney's Donald Duck: Goin' Quackers Review,5
PS2,FIFA 2001 Review,9
PS,The Mummy Review,5
DC,Ms. Pac-Man Maze Madness Review,6
PC,You Don't Know Jack: 5th Dementia Review,7
PS2,Super Bust-A-Move Review,5
PC,Hitman: Codename 47 Review,5
PS,The Emperor's New Groove Review,7
PC,Space Empires: IV Review,8
PC,Half-Life: Counter-Strike Review,8
PC,Star Trek: Deep Space Nine: The Fallen Review,7
N64,Ready 2 Rumble: Round 2 (N64) Review,6
GBC,Wario Land 3 Review,9
N64,Daikatana Review,3
PS,007 Racing Review,5
N64,Banjo-Tooie Review,9
PS,Tomb Raider: The Last Revelation Review,6
DC,Tomb Raider Chronicles Review,7
DC,Spec Ops: Omega Squad Review,5
PS,WWF SmackDown! 2: Know Your Role Review,8
DC,KISS: Psycho Circus Review,4
DC,El Dorado Gate Chapter 1 Import Review,6
PC,JetFighter IV: Fortress America Review,7
N64,WWF No Mercy Review,7
PS,The World Is Not Enough Review,6
PC,The Operative: No One Lives Forever Review,9
PC,Deer Hunter 3 Gold Review,7
PC,Deer Hunter II Review,5
PC,Rainbow Six: Covert Ops Essentials Review,5
PC,Tom Clancy's Rainbow Six Review,8
PC,Tom Clancy's Rainbow Six Mission Pack: Eagle Watch Review,7
PC,Tom Clancy's Rainbow Six: Rogue Spear Review,8
PC,Battlezone II: Combat Commander Review,6
PC,Command & Conquer: Covert Operations Review,5
PC,Command & Conquer Red Alert: Counterstrike Review,6
PC,Command & Conquer Gold Edition Review,8
PC,Command & Conquer: Tiberian Sun: Firestorm Review,7
PC,Command & Conquer Red Alert: The Aftermath Review,8
SAT,Command & Conquer Review,9
PC,Command & Conquer: Sole Survivor Review,6
PC,Total Annihilation: Kingdoms - The Iron Plague Review,7
PC,Total Annihilation: The Core Contingency Review,8
PC,Total Annihilation: Battle Tactics Review,6
PC,Age of Empires: The Rise of Rome Review,7
PC,Baldur's Gate: Tales of the Sword Coast Review,8
PC,Unreal Tournament Review,9
PC,Unreal Mission Pack: Return to Na Pali Review,5
PC,Unreal Review,8
PC,Starsiege: Tribes Review,8
PC,Starsiege Review,7
PC,Soldier of Fortune Review,7
PC,Shogo: Mobile Armor Division Review,8
PC,Quake II Mission Pack: Ground Zero Review,7
PC,Quake Mission Pack: Dissolution of Eternity Review,7
PC,Quake Mission Pack: Scourge of Armagon Review,8
PC,Heretic: Shadow of the Serpent Riders Review,7
PC,Heretic II Review,8
PC,Duke It Out in D.C. Review,7
PC,Duke Nukem 3D: Atomic Edition Review,8
PC,Duke Nukem 3D Review,8
PC,Drakan: Order of the Flame Review,7
PC,Descent 3 Mercenary Review,6
PC,Descent II Review,9
PS2,Kessen Review,7
DC,4x4 Evolution Review,8
DC,Tony Hawk's Pro Skater 2 Review,9
PC,Sacrifice Review,8
PS2,Gungriffon Blaze Review,7
PS2,Surfing H3O Review,4
PS2,Summoner Review,7
PS,Medal of Honor: Underground Review,7
N64,"Hey You, Pikachu! Review",8
PS2,NHL 2001 Review,8
PS2,Orphen Review,6
PC,Squad Leader Review,3
PS2,Dead or Alive 2: Hardcore Review,8
PS2,MotoGP Review,8
DC,Super Runabout: San Francisco Edition Review,5
PS2,Fantavision Review,6
DC,Silent Scope Review,4
PS2,Dynasty Warriors 2 Review,7
PC,Command & Conquer Red Alert 2 Review,8
N64,Cruis'n Exotica Review,5
PS2,Q-Ball Billiards Master Review,6
PS2,Street Fighter EX3 Review,7
PS2,Ridge Racer V Review,7
PS2,Swing Away Golf Review,8
PC,Battleship: Surface Thunder Review,5
PS2,Evergrace Review,5
PS2,TimeSplitters Review,8
PS2,Unreal Tournament Review,8
PS,Spyro: Year of the Dragon Review,8
PS2,Armored Core 2 Review,7
PS,Incredible Crisis Review,7
PC,Frogger 2: Swampy's Revenge Review,7
PS,Buzz Lightyear of Star Command Review,4
PS2,Midnight Club: Street Racing Review,8
PC,Superbike 2001 Review,9
DC,Skies of Arcadia Review,9
PC,Combat Flight Simulator 2: WWII Pacific Theater Review,8
PS,Jarrett and Labonte Stock Car Racing Review,8
N64,Army Men: Sarge's Heroes 2 Review,4
PC,RollerCoaster Tycoon: Loopy Landscapes Review,8
PS,Duke Nukem: Land of the Babes Review,6
DC,Samba De Amigo Review,9
PS2,Silpheed: The Lost Planet (Import) Review,6
PS2,The Mechsmith: Run=Dim (Import) Review,4
PS2,SSX Review,9
PS,Alien Resurrection Review,4
DC,Street Fighter III: 3rd Strike Review,7
PC,Steel Beasts Review,8
PC,NHL 2001 Review,8
PC,Metal Gear Solid Review,8
PS,NHL FaceOff 2001 Review,5
N64,Pokemon Puzzle League Review,7
PC,Baldur's Gate II: Shadows of Amn Review,9
GBC,Dragon Warrior I&II Review,9
PS,Vampire Hunter D Review,5
DC,Grandia II Review,7
PS,Dino Crisis 2 Review,9
PC,Crimson Skies Review,7
PC,Sanity: Aiken's Artifact Review,6
PS2,Gekikuukan Pro Baseball: The End of the Century 1999 Review,3
PS,Tony Hawk's Pro Skater 2 Review,9
PC,The New Adventures of the Time Machine Review,3
DC,Cool Cool Toon (Import) Review,7
PS2,TVDJ (Import) Review,2
PS,Dragon Valor Review,5
PS,Team Buddies Review,4
DC,Dino Crisis Review,7
PS,Danger Girl Review,3
PS2,0Story (Import) Review,5
DC,San Francisco Rush 2049 Review,8
DC,Capcom vs. SNK: Millenium Fight 2000 Review,8
PS,Persona 2: Eternal Punishment Review,8
PS,Hogs of War Review,5
PC,Start-Up 2000 Review,3
DC,Tokyo Xtreme Racer 2 Review,7
PS,Rayman 2 Review,8
N64,Turok 3: Shadows of Oblivion Review,7
PS,Valkyrie Profile (Import) Review,7
PS,Bust A Groove 2 Review,7
PS,Spider-Man Review,7
PC,Age of Empires II: The Conquerors Review,8
PS,Lego Rock Raiders Review,3
DC,Power Stone 2 Review,8
N64,Duck Dodgers Review,5
PS,RC Revenge Review,7
PS2,Ephemeral Fantasia Review,5
DC,D2 Review,6
DC,F355 Challenge Review,9
PC,Incredible Machine: Contraptions Review,8
PC,Submarine Titans Review,5
DC,Spirit of Speed Review,1
DC,WWF Royal Rumble Review,6
DC,Namco Museum Review,5
DC,Ecco the Dolphin: Defender of the Future Review,8
PS,Tenchu 2: Birth of the Stealth Assassins Review,8
DC,Seaman Review,6
PC,Betrayal in Antara Review,6
PS,Action Bass Review,5
PC,Soulbringer Review,6
PC,Cleopatra Review,7
PS,Strider 2 Review,8
PC,KISS: Psycho Circus Review,6
N64,Fighter Destiny 2 Review,5
PC,Bang! Gunship Elite Review,6
DC,World Series Baseball 2K1 Review,4
PC,BeachHead 2000 Review,3
PC,Angel Devoid Review,6
PC,Star Trek ConQuest Online Review,7
PS,Final Fantasy IX Review,8
PC,Terminus Review,6
DC,Fur Fighters Review,7
PS,Armorines Review,2
PC,Beyond Atlantis Review,5
PS2,Hresvelgr Import Review,3
GBC,Heroes of Might and Magic Review,4
PC,F1 World Grand Prix Review,6
DC,Omikron Review,5
DC,Evolution 2 Review,5
PC,Caesars Palace 2000 Review,4
PS,X-Men: Mutant Academy Review,6
DC,Virtua Tennis Review,8
PC,Earthworm Jim 3D Review,3
PC,Diablo II Review,8
PC,Icewind Dale Review,8
PS,Rampage Through Time Review,4
DC,Silver Review,5
PC,Combat Mission: Beyond Overlord Review,9
DC,Jet Grind Radio Review,9
PS,Digimon World Review,5
DC,Wacky Races Review,7
N64,Kirby 64: The Crystal Shards Review,6
DC,Sakura Taisen Import Review,7
PC,Deus Ex Review,8
PC,The Longest Journey Review,9
PC,Bust-A-Move 4 Review,6
PS,Iron Soldier 3 Review,4
PS,Breath of Fire IV Review,7
DC,Street Fighter III Double Impact Review,7
PC,Earth 2150 Review,8
PC,Shogun: Total War Review,8
PC,Trophy Bass 4 Review,8
PC,Ground Control Review,8
DC,Gunbird 2 Review,5
PS,Persona 2: Innocent Sin Import Review,9
GBC,Croc Review,4
DC,Street Fighter Alpha 3 Review,9
DC,Rent-A-Hero No. 1 Import Review,8
PC,Age of Wonders Review,8
PS,Covert Ops: Nuclear Dawn Review,5
PC,MDK2 Review,7
PC,Vampire: The Masquerade - Redemption Review,6
GBC,Tomb Raider GBC Review,8
GBC,Toobin' Review,4
DC,Virtual On: Oratorio Tangram - Review,8
PC,Evolva Review,7
PS,Legend of Mana Review,7
PC,PGA Championship Golf 2000 Review,8
PS,Kurt Warner's Arena Football Unleashed - Review,5
PS,Samurai Shodown: Warrior's Rage Review,3
PC,Traitors Gate Review,7
DC,Marvel vs. Capcom 2 Review,8
DC,Draconus: Cult of the Wyrm Review,8
PC,Daikatana Review,4
PS,Gekido Review,7
DC,Tony Hawk's Pro Skater Review,9
GBC,Metal Gear Solid GBC Review,9
PC,Imperium Galactica II Review,8
PS,Nightmare Creatures 2 Review,5
DC,4 Wheel Thunder Review,7
PS,Street Fighter EX2 Plus Review,7
PS,MediEvil II Review,7
N64,Perfect Dark Review,9
PC,Who Wants To Be A Millionaire Review,6
PC,SimTheme Park Review,8
PC,Rising Sun Review,8
PC,Normality Review,7
PC,NHL Championship 2000 Review,8
PC,NHL 2000 Review,9
PC,NASCAR Revolution Review,4
PC,Mortyr 2093 - 1944 Review,3
PC,Messiah Review,6
PC,Majesty: The Fantasy Kingdom Sim Review,8
PC,Asheron's Call Review,8
PC,The 11th Hour Review,5
PC,Settlers III Review,6
PC,Septerra Core: Legacy of the Creator Review,6
PC,Revenant Review,7
PS,Front Mission 3 Review,8
PS,Armored Core Review,8
N64,FIFA Road to World Cup 98 Review,8
PC,Spaceward Ho! IV Review,6
PC,Sea Legends Review,8
PC,Ripper Review,3
PC,The Riddle of Master Lu Review,5
PC,ATF NATO Fighters Review,7
PC,Assassin 2015 Review,5
PS,Test Drive Le Mans Review,6
PS,Guitar Freaks Append 2nd Mix (Import) Review,9
GBC,WCW Mayhem Review,6
PS,Wild Arms 2 Review,5
PS,"Misadventures of Tron Bonne, The Review",7
GBC,Rainbow Six Review,7
DC,Grand Theft Auto 2 Review,6
PC,Rogue Spear Mission Pack: Urban Operations Review,7
PC,Tachyon: The Fringe Review,7
PC,StarLancer Review,7
PC,Allegiance Review,8
PC,EverQuest: The Ruins of Kunark Review,8
PC,Heroes of Might and Magic III: The Shadow of Death Review,7
PC,Championship Bass Review,6
PS,Street Fighter Alpha 3 Review,8
PS,Rally Cross 2 Review,7
PS,Ehrgeiz Review,5
PS,Silent Bomber Review,8
PS,WCW Mayhem Review,7
PS,Guitar Freaks (Import) Review,8
PS,Broken Sword II Review,6
PS,Brave Fencer Musashi Review,7
N64,Worms Armageddon Review,7
N64,Twisted Edge Snowboarding Review,6
N64,Toy Story 2 Review,6
N64,Buck Bumble Review,5
N64,WWF Attitude Review,8
N64,Turok 2: Seeds of Evil Review,9
N64,Rush 2 Extreme Racing USA Review,5
N64,Milo's Astro Lanes Review,5
N64,WCW Mayhem Review,7
DC,TrickStyle Review,6
DC,Tomb Raider: The Last Revelation Review,5
DC,Tech Romancer Review,8
DC,Sega Rally 2 Review,8
DC,NHL 2K Review,8
DC,MDK2 Review,8
DC,Elemental Gimmick Gear Review,6
DC,Rippin' Riders Review,6
PC,Settlers II Review,7
PC,Sentinel Returns Review,8
PC,Sentient Review,5
PC,Semper Fi Review,6
PC,Sega Touring Car Championship Review,4
PC,Sega Rally Championship Review,5
PC,Fighter Squadron: The Screamin' Demons over Europe Review,7
PC,Scud: Industrial Evolution Review,4
PC,Screamer Review,7
PC,Scorched Planet Review,8
PC,Scorcher Review,7
PC,S.C.A.R.S. Review,7
PC,Scarab Review,7
PC,Savage Review,4
PC,Sanitarium Review,8
PC,Sanctum Review,7
PC,Sabre Ace: Conflict Over Korea Review,4
PC,Roberta Williams Anthology Review,6
PC,Tom Clancy's ruthless.com Review,6
PC,Railroad Tycoon II - The Second Century Review,8
PC,Rollcage Review,7
PC,Star Wars: Rogue Squadron 3D Review,8
PC,Rocket Jockey Review,7
PC,Robert E. Lee: Civil War General Review,8
PC,Road Rash Win 95 Review,6
PC,Road Warrior Review,6
PC,"Warhammer 40,000: Rites of War Review",5
PC,Risk Review,8
PC,The Rise and Rule of Ancient Empires Review,6
PC,Rex Blade: The Battle Begins Review,4
PC,Revenge of Arcade Review,5
PC,Return to Krondor Review,7
PC,Return Fire Review,4
PC,Microsoft Return of Arcade Review,6
PC,Return Fire 2 Review,8
PC,Resident Evil 2 Review,7
PC,Requiem: Avenging Angel Review,7
PC,Third Reich Review,2
PC,Redline Racer Review,6
PC,Redjack: Revenge of the Brethren Review,6
PC,The Elder Scrolls Adventures: Redguard Review,8
PC,Red Baron 3D Review,9
PC,Red Baron II Review,7
PC,Redneck Rampage Rides Again Review,7
PC,Recoil Review,6
PC,Rebel Assault II Review,7
PC,Realms of the Haunting Review,8
PC,Reah Review,4
PC,Rayman Forever Review,6
PC,Rayman 2: The Great Escape Review,9
PC,Ravage D.C.X. Review,5
PC,F-22 Raptor  Review,6
PC,Rama Review,6
PC,Pray for Death Review,5
PC,Powerslide Review,7
PC,Powerslave Review,5
PC,Power F1 Review,6
PC,Need for Speed: Porsche Unleashed Review,8
PC,Virtual Pool Hall Review,8
PC,Tom Clancy's Politika Review,4
PC,Plane Crazy Review,5
PC,Pinball Builder: A Construction Kit for Windows Review,6
PC,VR Sports Powerboat Racing Review,4
PC,PBA Bowling Review,6
PC,Pax Imperia: Eminent Domain Review,6
PC,Panzer Commander Review,6
PC,Panzer General II Review,8
PC,Panzer Elite Review,8
PC,The Pandora Directive Review,7
PC,Pandora's Box Review,7
PC,Pacific General Review,7
PC,Over the Reich Review,6
PC,Tex Murphy: Overseer Review,6
PC,Outwars Review,7
PC,Outpost 2: Divided Destiny Review,5
PC,Outburst Review,5
PC,NHL Open Ice 2 on 2 Challenge Review,7
PC,"The Operational Art of War, Vol. 1 Review",9
PC,The Operational Art of War II: Modern Battles 1956 - 2000 Review,8
PC,Of Light and Darkness Review,6
PC,Official Formula 1 Racing Review,6
PC,Offensive Review,3
PC,O.D.T. Review,4
PC,Odium Review,5
PC,Oddworld: Abe's Oddysee Review,8
PC,Obsidian Review,8
SAT,Sega Worldwide Soccer '97 Review,7
SAT,WWF In Your House Review,4
SAT,World Series Baseball II Review,7
SAT,Winter Heat Review,5
SAT,WarCraft II: The Dark Saga Review,7
SAT,VR Soccer Review,6
SAT,Virtual On Review,5
SAT,Virtua Fighter Kids Review,6
SAT,Virtua Cop 2 Review,7
SAT,Vampire Savior (Import) Review,8
SAT,Ultraman Legend (Import) Review,5
SAT,Toshinden URA Review,5
SAT,Tomb Raider Review,7
SAT,Thunder Force V: Special Pack (Import) Review,8
SAT,Tetris Plus Review,4
SAT,Tempest 2000 Review,6
SAT,Sega Touring Car Championship Review,5
SAT,Steep Slope Sliders Review,7
SAT,Sonic 3D Blast Review,7
SAT,Sol Divide (Import) Review,7
SAT,Shining Force III Scenario 3 (Import) Review,8
